Num of reads real,Coverage percentage,Num of mice,Num of samples,Samples-mice ratio,Score,Num of reads
49146604,40,5,95,19,0.798458215,49.146604
49146604,40,5,95,19,0.95389486,49.146604
49156219,40,4,93,23.25,0.853851309,49.156219
49291747,120,1,39,39,0.754073106,49.291747
49333032,70,1,43,43,0.69691512,49.333032
49433065,120,2,35,17.5,0.796522551,49.433065
49532085,50,3,83,27.66666667,0.781919265,49.532085
49559995,40,4,96,24,0.838790048,49.559995
49632713,50,2,76,38,0.803936094,49.632713
49684826,90,1,38,38,0.744934879,49.684826
49699500,100,2,40,20,0.781431061,49.6995
49713129,110,1,40,40,0.791334141,49.713129
49766149,90,2,35,17.5,0.629509995,49.766149
49766149,90,2,35,17.5,0.933933308,49.766149
49800415,90,1,38,38,0.707508326,49.800415
50001897,60,2,69,34.5,0.842206752,50.001897
50196437,90,2,42,21,0.794682256,50.196437
50207252,50,3,87,29,0.764849308,50.207252
50220852,50,3,78,26,0.84172026,50.220852
50225560,110,1,34,34,0.719994462,50.22556
50333672,80,2,53,26.5,0.834069763,50.333672
50333672,80,2,53,26.5,0.954075944,50.333672
50422139,130,1,29,29,0.705413782,50.422139
50502696,70,1,53,53,0.839266783,50.502696
50502696,70,1,53,53,0.946607833,50.502696
50518552,60,3,71,23.66666667,0.761491281,50.518552
50518552,60,3,71,23.66666667,0.953092413,50.518552
50902121,110,1,34,34,0.724619481,50.902121
51062468,80,2,42,21,0.682229853,51.062468
51069384,80,2,48,24,0.805560924,51.069384
51069384,80,2,48,24,0.953531376,51.069384
51102819,90,2,44,22,0.810728353,51.102819
51102819,90,2,44,22,0.932581436,51.102819
51143583,80,1,47,47,0.843884748,51.143583
51143583,80,1,47,47,0.944288594,51.143583
51149738,70,3,59,19.66666667,0.839710328,51.149738
51149738,70,3,59,19.66666667,0.964567922,51.149738
51198831,50,1,72,72,0.805188244,51.198831
51222056,70,1,51,51,0.798473597,51.222056
51273625,40,3,103,34.33333333,0.81343875,51.273625
51372135,40,3,97,32.33333333,0.688679669,51.372135
51495713,50,1,78,78,0.846016671,51.495713
51511712,100,2,35,17.5,0.637638207,51.511712
51511712,100,2,35,17.5,0.976812136,51.511712
51590645,70,2,53,26.5,0.781617147,51.590645
51590645,70,2,53,26.5,0.943625334,51.590645
51674720,40,2,106,53,0.852676305,51.67472
51778398,60,2,68,34,0.821159738,51.778398
51848580,70,2,55,27.5,0.834221613,51.84858
51895288,40,2,99,49.5,0.791020111,51.895288
51925494,120,1,40,40,0.734542952,51.925494
52104765,40,4,101,25.25,0.83561096,52.104765
52104765,40,4,101,25.25,0.957903418,52.104765
52431612,50,3,86,28.66666667,0.818125175,52.431612
52537344,50,1,59,59,0.661519516,52.537344
52553091,60,2,68,34,0.844940298,52.553091
52696940,130,1,36,36,0.786361479,52.69694
52701513,50,4,78,19.5,0.832628206,52.701513
52701513,50,4,78,19.5,0.962526507,52.701513
52936770,60,1,68,68,0.880379046,52.93677
53056854,110,2,37,18.5,0.70530849,53.056854
53056854,110,2,37,18.5,0.954328348,53.056854
53213516,90,1,47,47,0.818712746,53.213516
53399392,130,1,39,39,0.701890572,53.399392
53418533,50,4,81,20.25,0.732774451,53.418533
53521262,50,3,83,27.66666667,0.673956378,53.521262
53552487,130,2,35,17.5,0.786862722,53.552487
53554426,60,2,66,33,0.724701944,53.554426
53636135,110,2,42,21,0.797284246,53.636135
53636135,110,2,42,21,0.926952526,53.636135
53772269,90,1,45,45,0.80201616,53.772269
54008011,50,4,82,20.5,0.804509857,54.008011
54136843,40,5,107,21.4,0.892813243,54.136843
54232504,120,1,40,40,0.776651965,54.232504
54249573,50,4,77,19.25,0.75016826,54.249573
54249573,50,4,77,19.25,0.959251531,54.249573
54300765,140,1,29,29,0.721827338,54.300765
54323521,50,3,90,30,0.753086179,54.323521
54329912,60,2,74,37,0.864945909,54.329912
54329912,60,2,74,37,0.959318542,54.329912
54390608,90,1,47,47,0.85653244,54.390608
54473685,40,3,99,33,0.761312438,54.473685
54669450,110,2,40,20,0.76805859,54.66945
54713130,50,4,88,22,0.84691625,54.71313
54791520,120,1,34,34,0.720007555,54.79152
54921237,60,2,78,39,0.830638383,54.921237
54949459,70,2,56,28,0.727508443,54.949459
55069394,50,2,90,45,0.82968842,55.069394
55196289,40,2,96,48,0.781062857,55.196289
55205363,100,1,38,38,0.751093529,55.205363
55241512,60,3,71,23.66666667,0.7351523,55.241512
55260096,60,3,70,23.33333333,0.82802221,55.260096
55260096,60,3,70,23.33333333,0.960668583,55.260096
55295722,100,2,35,17.5,0.709342711,55.295722
55295722,100,2,35,17.5,0.958715772,55.295722
55314133,50,2,85,42.5,0.881804769,55.314133
55333795,100,1,38,38,0.734582455,55.333795
55431234,80,2,61,30.5,0.810644419,55.431234
55529587,120,1,34,34,0.76589573,55.529587
55562799,80,1,51,51,0.831214645,55.562799
55621321,70,3,63,21,0.815649038,55.621321
55621321,70,3,63,21,0.962526351,55.621321
55735175,60,2,61,30.5,0.763539812,55.735175
55773819,100,2,42,21,0.792959318,55.773819
55944715,70,2,59,29.5,0.787016356,55.944715
55998123,40,3,109,36.33333333,0.841317838,55.998123
56011380,40,2,84,42,0.662596331,56.01138
56090463,40,3,103,34.33333333,0.809547186,56.090463
56124612,80,1,42,42,0.759030583,56.124612
56154344,70,3,56,18.66666667,0.768642034,56.154344
56154344,70,3,56,18.66666667,0.950285597,56.154344
56252618,130,1,40,40,0.730098208,56.252618
56304093,40,3,102,34,0.759643993,56.304093
56380608,80,1,43,43,0.698241227,56.380608
56625381,90,2,53,26.5,0.851356606,56.625381
56625381,90,2,53,26.5,0.959749942,56.625381
56662883,110,2,35,17.5,0.626035056,56.662883
56662883,110,2,35,17.5,0.975664953,56.662883
56750551,140,1,36,36,0.786428773,56.750551
56775288,40,4,101,25.25,0.809553106,56.775288
56780911,100,2,44,22,0.829453648,56.780911
56780911,100,2,44,22,0.940053004,56.780911
57445277,90,2,42,21,0.70069515,57.445277
57453057,90,2,48,24,0.791911584,57.453057
57453057,90,2,48,24,0.948664659,57.453057
57507038,140,1,39,39,0.704177371,57.507038
57536531,90,1,47,47,0.841403415,57.536531
57536531,90,1,47,47,0.944247231,57.536531
57595619,60,3,68,22.66666667,0.720283759,57.595619
57671909,140,2,35,17.5,0.817186396,57.671909
57717367,80,1,53,53,0.856792039,57.717367
57717367,80,1,53,53,0.952872142,57.717367
57757543,60,2,75,37.5,0.886261169,57.757543
57757543,60,2,75,37.5,0.969536713,57.757543
57800329,40,4,118,29.5,0.788124366,57.800329
57880204,120,2,37,18.5,0.713785207,57.880204
57880204,120,2,37,18.5,0.954075669,57.880204
57887953,40,3,102,34,0.708957118,57.887953
57932012,50,3,90,30,0.775198458,57.932012
58335546,70,2,69,34.5,0.829620503,58.335546
58432147,50,3,100,33.33333333,0.817468613,58.432147
58456844,80,3,59,19.66666667,0.858669258,58.456844
58456844,80,3,59,19.66666667,0.968956559,58.456844
58512147,120,2,42,21,0.797944582,58.512147
58512147,120,2,42,21,0.926802699,58.512147
58539493,80,1,51,51,0.806280656,58.539493
58564160,50,3,88,29.33333333,0.734228253,58.56416
58751880,130,1,40,40,0.811341004,58.75188
58938310,70,3,71,23.66666667,0.782172775,58.93831
58938310,70,3,71,23.66666667,0.959318443,58.93831
58960737,80,2,53,26.5,0.801648824,58.960737
58960737,80,2,53,26.5,0.950209312,58.960737
59015016,40,5,121,24.2,0.841293761,59.015016
59015016,40,5,121,24.2,0.959551216,59.015016
59027995,40,3,108,36,0.771128706,59.027995
59126129,100,1,47,47,0.834711203,59.126129
59255520,80,2,55,27.5,0.850597439,59.25552
59321504,50,2,91,45.5,0.773919297,59.321504
59357480,130,1,34,34,0.705373109,59.35748
59438502,60,3,83,27.66666667,0.814808857,59.438502
59539009,40,4,116,29,0.839596379,59.539009
59559255,60,2,76,38,0.84981578,59.559255
59639400,120,2,40,20,0.80447142,59.6394
59746966,100,1,45,45,0.824304774,59.746966
59780469,50,2,93,46.5,0.798757624,59.780469
59953137,50,2,95,47.5,0.90982048,59.953137
60013801,50,2,97,48.5,0.851618523,60.013801
60020778,40,6,113,18.83333333,0.840761442,60.020778
60020778,40,6,113,18.83333333,0.958277217,60.020778
60157052,130,1,34,34,0.766610101,60.157052
60248703,60,3,87,29,0.802525521,60.248703
60265022,60,3,78,26,0.842532289,60.265022
60400674,40,4,121,30.25,0.807243367,60.400674
60408131,70,2,68,34,0.854044405,60.408131
60413993,40,3,109,36.33333333,0.72711104,60.413993
60434009,100,1,47,47,0.858905901,60.434009
60579742,140,1,40,40,0.735243728,60.579742
60581776,50,3,95,31.66666667,0.781510318,60.581776
60599426,50,4,84,21,0.771266349,60.599426
60599426,50,4,84,21,0.960046629,60.599426
60725899,110,1,38,38,0.730963645,60.725899
60757497,50,1,68,68,0.689477268,60.757497
60825294,110,2,35,17.5,0.699750381,60.825294
60825294,110,2,35,17.5,0.954147631,60.825294
60867174,110,1,38,38,0.736016182,60.867174
61273104,50,3,84,28,0.768580961,61.273104
61273104,50,3,84,28,0.961057874,61.273104
61311940,70,2,68,34,0.83004923,61.31194
61351200,110,2,42,21,0.796906902,61.3512
61433255,50,5,95,19,0.801304227,61.433255
61433255,50,5,95,19,0.954759402,61.433255
61438597,60,1,72,72,0.81264947,61.438597
61445274,50,4,93,23.25,0.868799767,61.445274
61573564,40,4,119,29.75,0.796630127,61.573564
61759564,70,1,68,68,0.885269695,61.759564
61794855,60,1,78,78,0.851219148,61.794855
61814054,120,2,35,17.5,0.677362685,61.814054
61814054,120,2,35,17.5,0.973331705,61.814054
61949994,50,4,96,24,0.859677482,61.949994
62246036,40,5,121,24.2,0.792604562,62.246036
62360138,90,2,61,30.5,0.815152027,62.360138
62459002,110,2,44,22,0.831932377,62.459002
62459002,110,2,44,22,0.940053004,62.459002
62480164,70,2,66,33,0.740975098,62.480164
62508149,90,1,51,51,0.851901819,62.508149
62703555,130,2,37,18.5,0.714928356,62.703555
62703555,130,2,37,18.5,0.950475588,62.703555
62799382,80,2,56,28,0.732151217,62.799382
62917090,100,2,53,26.5,0.856339233,62.91709
62917090,100,2,53,26.5,0.961058003,62.91709
62917934,60,3,86,28.66666667,0.800517564,62.917934
63044812,60,1,59,59,0.688408454,63.044812
63140189,90,1,42,42,0.761444379,63.140189
63241815,60,4,78,19.5,0.814339607,63.241815
63241815,60,4,78,19.5,0.958446369,63.241815
63271255,140,1,40,40,0.812339224,63.271255
63384897,70,2,74,37,0.878642204,63.384897
63384897,70,2,74,37,0.964689267,63.384897
63388159,130,2,42,21,0.801603331,63.388159
63388159,130,2,42,21,0.927648881,63.388159
63428184,90,1,43,43,0.708670396,63.428184
63429825,40,2,117,58.5,0.82249658,63.429825
63453210,40,5,125,25,0.86214132,63.45321
63567224,80,3,63,21,0.817780726,63.567224
63567224,80,3,63,21,0.963277666,63.567224
63828086,100,2,42,21,0.702903419,63.828086
63836730,100,2,48,24,0.807279399,63.83673
63836730,100,2,48,24,0.954651967,63.83673
63923439,140,1,34,34,0.730238283,63.923439
63929479,100,1,47,47,0.858660466,63.929479
63929479,100,1,47,47,0.950056278,63.929479
63936817,80,2,59,29.5,0.83516662,63.936817
64025754,40,4,109,27.25,0.77366152,64.025754
64074777,70,2,78,39,0.857815695,64.074777
64092032,50,3,103,34.33333333,0.812781237,64.092032
64102239,60,4,81,20.25,0.748178715,64.102239
64176393,80,3,56,18.66666667,0.79315686,64.176393
64176393,80,3,56,18.66666667,0.95676843,64.176393
64215169,50,3,97,32.33333333,0.736847199,64.215169
64225514,60,3,83,27.66666667,0.716321215,64.225514
64448430,70,3,71,23.66666667,0.756477292,64.44843
64470111,70,3,70,23.33333333,0.847152735,64.470111
64470111,70,3,70,23.33333333,0.966093375,64.470111
64593401,50,2,106,53,0.884776797,64.593401
64609350,130,2,40,20,0.786801816,64.60935
64784518,140,1,34,34,0.772822144,64.784518
64809613,60,4,82,20.5,0.842171781,64.809613
64869111,50,2,99,49.5,0.798094137,64.869111
64932038,90,1,53,53,0.861044148,64.932038
64932038,90,1,53,53,0.954148251,64.932038
65024371,70,2,61,30.5,0.788861695,65.024371
65038741,110,1,47,47,0.850237585,65.038741
65099488,60,4,77,19.25,0.77250125,65.099488
65099488,60,4,77,19.25,0.963834154,65.099488
65130956,50,4,101,25.25,0.851576319,65.130956
65130956,50,4,101,25.25,0.963525847,65.130956
65188225,60,3,90,30,0.775069911,65.188225
65213630,40,4,131,32.75,0.878369606,65.21363
65655756,60,4,88,22,0.846400448,65.655756
65721662,110,1,45,45,0.839837941,65.721662
65763949,90,3,59,19.66666667,0.845353979,65.763949
65763949,90,3,59,19.66666667,0.964780009,65.763949
65822034,40,5,136,27.2,0.850151135,65.822034
65856930,90,1,51,51,0.813732099,65.85693
66083272,60,2,90,45,0.869286349,66.083272
66246435,120,1,38,38,0.758149767,66.246435
66330829,90,2,53,26.5,0.821254679,66.330829
66330829,90,2,53,26.5,0.95642047,66.330829
66354866,120,2,35,17.5,0.662829199,66.354866
66354866,120,2,35,17.5,0.979557029,66.354866
66376960,60,2,85,42.5,0.895704651,66.37696
66400554,120,1,38,38,0.717426041,66.400554
66477409,110,1,47,47,0.857607077,66.477409
66662460,90,2,55,27.5,0.854875908,66.66246
66669196,80,2,69,34.5,0.831284259,66.669196
66669838,40,6,140,23.33333333,0.877524483,66.669838
66928582,120,2,42,21,0.796605736,66.928582
66965225,130,2,35,17.5,0.68107987,66.965225
66965225,130,2,35,17.5,0.973855658,66.965225
67194889,70,3,68,22.66666667,0.745120346,67.194889
67358069,80,3,71,23.66666667,0.786631496,67.358069
67358069,80,3,71,23.66666667,0.959749888,67.358069
67383800,70,2,75,37.5,0.887398669,67.3838
67383800,70,2,75,37.5,0.969618945,67.3838
67440134,40,6,131,21.83333333,0.838032898,67.440134
67440134,40,6,131,21.83333333,0.959551203,67.440134
67514742,40,3,129,43,0.873313512,67.514742
67526905,140,2,37,18.5,0.717748623,67.526905
67526905,140,2,37,18.5,0.962809156,67.526905
67671054,50,5,107,21.4,0.880466303,67.671054
68092107,50,3,99,33,0.778961357,68.092107
68137093,120,2,44,22,0.833352226,68.137093
68137093,120,2,44,22,0.94065904,68.137093
68155725,40,4,139,34.75,0.733179715,68.155725
68264172,140,2,42,21,0.802640427,68.264172
68264172,140,2,42,21,0.928488023,68.264172
68927680,40,4,137,34.25,0.890586003,68.92768
68995361,50,2,96,48,0.793116761,68.995361
69037864,80,2,68,34,0.839524999,69.037864
69208799,110,2,53,26.5,0.856079714,69.208799
69208799,110,2,53,26.5,0.960603492,69.208799
69230416,40,5,121,24.2,0.815649979,69.230416
69289043,100,2,61,30.5,0.809616793,69.289043
69344919,70,3,83,27.66666667,0.879015312,69.344919
69453499,100,1,51,51,0.854410826,69.453499
69485798,70,2,76,38,0.868297093,69.485798
69518414,60,3,90,30,0.84219463,69.518414
69579300,140,2,40,20,0.770198028,69.5793
69997654,50,3,109,36.33333333,0.855466794,69.997654
70010901,40,2,113,56.5,0.701110545,70.010901
70014225,50,2,84,42,0.75564453,70.014225
70070788,80,2,68,34,0.865169781,70.070788
70113079,50,3,103,34.33333333,0.835608856,70.113079
70118577,60,3,100,33.33333333,0.833090927,70.118577
70155766,100,1,42,42,0.759036445,70.155766
70210894,110,2,42,21,0.725835457,70.210894
70220403,110,2,48,24,0.841417326,70.220403
70220403,110,2,48,24,0.96487061,70.220403
70276992,60,3,88,29.33333333,0.756863068,70.276992
70290153,70,3,87,29,0.818363594,70.290153
70309192,70,3,78,26,0.87238197,70.309192
70322426,110,1,47,47,0.863509413,70.322426
70322426,110,1,47,47,0.951459441,70.322426
70380116,50,3,102,34,0.80941261,70.380116
70475760,100,1,43,43,0.712147207,70.47576
70582360,80,1,68,68,0.886666369,70.58236
70649305,90,2,56,28,0.784859,70.649305
70951354,120,1,47,47,0.87058571,70.951354
70955889,40,6,144,24,0.859103848,70.955889
70969111,50,4,101,25.25,0.800517238,70.969111
71185804,60,2,91,45.5,0.794055094,71.185804
71210365,40,3,116,38.66666667,0.705425936,71.210365
71296168,40,3,145,48.33333333,0.875042884,71.296168
71382154,40,5,141,28.2,0.796977056,71.382154
71382154,40,5,141,28.2,0.949941303,71.382154
71405902,80,2,66,33,0.751803606,71.405902
71513127,90,3,63,21,0.79043727,71.513127
71513127,90,3,63,21,0.954364491,71.513127
71678364,70,1,72,72,0.846453337,71.678364
71696359,120,1,45,45,0.857651137,71.696359
71736563,60,2,93,46.5,0.816029002,71.736563
71766971,130,1,38,38,0.753070656,71.766971
71884438,130,2,35,17.5,0.691435247,71.884438
71884438,130,2,35,17.5,0.973994408,71.884438
71928919,90,2,59,29.5,0.838582286,71.928919
71933933,130,1,38,38,0.73988858,71.933933
71943764,60,2,95,47.5,0.914839795,71.943764
72016561,60,2,97,48.5,0.868116985,72.016561
72062493,40,7,137,19.57142857,0.819963389,72.062493
72062493,40,7,137,19.57142857,0.955577526,72.062493
72093998,70,1,78,78,0.878838475,72.093998
72116396,140,2,35,17.5,0.703857949,72.116396
72116396,140,2,35,17.5,0.97104604,72.116396
72146709,100,1,53,53,0.860613234,72.146709
72146709,100,1,53,53,0.954292574,72.146709
72163884,40,6,135,22.5,0.78986967,72.163884
72198442,90,3,56,18.66666667,0.794504795,72.198442
72198442,90,3,56,18.66666667,0.956664229,72.198442
72250411,50,4,118,29.5,0.791255183,72.250411
72359942,50,3,102,34,0.736038059,72.359942
72439883,80,2,74,37,0.879740331,72.439883
72439883,80,2,74,37,0.965081493,72.439883
72505964,130,2,42,21,0.797889943,72.505964
72520810,120,1,47,47,0.874515645,72.52081
72662849,40,5,134,26.8,0.845012756,72.662849
72698131,60,3,95,31.66666667,0.809666705,72.698131
72719311,60,4,84,21,0.821337196,72.719311
72719311,60,4,84,21,0.973598774,72.719311
72908997,60,1,68,68,0.753617608,72.908997
73071055,100,3,59,19.66666667,0.873864677,73.071055
73071055,100,3,59,19.66666667,0.973272715,73.071055
73174367,100,1,51,51,0.813769329,73.174367
73228316,80,2,78,39,0.861495491,73.228316
73404256,70,3,86,28.66666667,0.846625718,73.404256
73507594,40,4,138,34.5,0.842592157,73.507594
73527724,60,3,84,28,0.80377091,73.527724
73527724,60,3,84,28,0.970487348,73.527724
73552281,70,1,59,59,0.783553352,73.552281
73655349,80,3,71,23.66666667,0.797290318,73.655349
73680128,80,3,70,23.33333333,0.866386123,73.680128
73680128,80,3,70,23.33333333,0.97086223,73.680128
73700922,100,2,53,26.5,0.824547815,73.700922
73700922,100,2,53,26.5,0.956907109,73.700922
73719906,60,5,95,19,0.805114667,73.719906
73719906,60,5,95,19,0.954795148,73.719906
73734329,60,4,93,23.25,0.878338041,73.734329
73768771,50,5,121,24.2,0.853608499,73.768771
73768771,50,5,121,24.2,0.965201554,73.768771
73782118,70,4,78,19.5,0.849227678,73.782118
73782118,70,4,78,19.5,0.968284643,73.782118
73784994,50,3,108,36,0.784604856,73.784994
73815184,130,2,44,22,0.84772226,73.815184
73815184,130,2,44,22,0.947127277,73.815184
73922364,40,3,142,47.33333333,0.79292019,73.922364
74069400,100,2,55,27.5,0.872262537,74.0694
74301336,40,4,143,35.75,0.863417987,74.301336
74313567,80,2,61,30.5,0.810913192,74.313567
74339993,60,4,96,24,0.845345538,74.339993
74423762,50,4,116,29,0.86031101,74.423762
74425890,40,4,153,38.25,0.903203418,74.42589
74478678,40,4,132,33,0.845074176,74.478678
74785946,70,4,81,20.25,0.789159376,74.785946
74929766,70,3,83,27.66666667,0.740927683,74.929766
75002845,90,2,69,34.5,0.833428877,75.002845
75025973,50,6,113,18.83333333,0.859502112,75.025973
75025973,50,6,113,18.83333333,0.964202491,75.025973
75162846,40,4,142,35.5,0.829924103,75.162846
75500508,120,2,53,26.5,0.857845675,75.500508
75500508,120,2,53,26.5,0.960928516,75.500508
75500843,50,4,121,30.25,0.829057411,75.500843
75517492,50,3,109,36.33333333,0.704298573,75.517492
75611215,70,4,82,20.5,0.857236554,75.611215
75684122,40,3,128,42.66666667,0.763840864,75.684122
75777828,90,3,71,23.66666667,0.802103651,75.777828
75777828,90,3,71,23.66666667,0.964415899,75.777828
75949402,70,4,77,19.25,0.822362574,75.949402
75949402,70,4,77,19.25,0.976924699,75.949402
76052929,70,3,90,30,0.825576543,76.052929
76217947,110,2,61,30.5,0.820730247,76.217947
76374019,40,5,155,31,0.881602684,76.374019
76398848,110,1,51,51,0.869324548,76.398848
76593703,120,2,42,21,0.674744811,76.593703
76598382,70,4,88,22,0.837754457,76.598382
76604076,120,2,48,24,0.81170762,76.604076
76604076,120,2,48,24,0.955648228,76.604076
76691988,40,7,150,21.42857143,0.826764467,76.691988
